
,providerId,locationId,organisationType,type,name,region,postalCode,onspdLatitude,onspdLongitude,rating_overall,reportDate,rating_caring,rating_effective,rating_responsive,rating_safe,rating_wellled,URL,Location_type,Location_subtype,Report_URL,Corpus_duplication_check
1830,REN,REN20,Location,NHS Healthcare Organisation,The Clatterbridge Cancer Centre,North West,CH63 4JY,53.332884,-3.024137,Good,4/16/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/REN20,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0119.pdf,excluded
1831,REP,REP01,Location,NHS Healthcare Organisation,Liverpool Women's Hospital,North West,L8 7SS,53.398461,-2.960077,Good,8/8/2018,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/REP01,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1647.pdf,excluded
1832,REP,REP21,Location,NHS Healthcare Organisation,Liverpool Women's at Aintree,North West,L9 7AL,53.466323,-2.931104,Good,5/22/2015,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/REP21,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAD4609.pdf,included
1833,RET,RET20,Location,NHS Healthcare Organisation,The Walton Centre,North West,L9 7LJ,53.466395,-2.931,Outstanding,8/19/2019,Outstanding,Outstanding,Good,Good,Good,http://www.cqc.org.uk/location/RET20,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4052.pdf,excluded
1834,RF4,RF4DG,Location,NHS Healthcare Organisation,King George Hospital,London,IG3 8YB,51.580545,0.112107,Requires improvement,1/9/2020,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RF4DG,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6545.pdf,excluded
1835,RF4,RF4QH,Location,NHS Healthcare Organisation,Queen's Hospital,London,RM7 0AG,51.568647,0.179031,Requires improvement,1/9/2020,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RF4QH,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6546.pdf,excluded
1836,RFF,RFFAA,Location,NHS Healthcare Organisation,Barnsley Hospital,Yorkshire & Humberside,S75 2EP,53.559132,-1.499493,Good,3/14/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RFFAA,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1972.pdf,excluded
1837,RFR,RFRPA,Location,NHS Healthcare Organisation,Rotherham General Hospital,Yorkshire & Humberside,S60 2UD,53.413972,-1.34288,Requires improvement,12/20/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RFRPA,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ8641.pdf,included
1838,RFS,RFSDA,Location,NHS Healthcare Organisation,Chesterfield Royal Hospital,East Midlands,S44 5BL,53.236214,-1.400051,Good,11/6/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RFSDA,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6931.pdf,included
1841,RGD,RGD17,Location,NHS Healthcare Organisation,St Mary's Hospital,Yorkshire & Humberside,LS12 3QE,53.799904,-1.612399,Good,3/20/2018,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/RGD17,NHS Healthcare Organisation,Mental health - community & residential - NHS,https://www.cqc.org.uk/sites/default/files/new_reports/INS2-4334676114.pdf,included
1842,RGM,RGMX1,Location,NHS Healthcare Organisation,Royal Papworth Hospital NHS Foundation Trust,East,CB2 0AY,52.173522,0.136046,Outstanding,10/16/2019,Outstanding,Outstanding,Outstanding,Outstanding,Outstanding,http://www.cqc.org.uk/location/RGMX1,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4523.pdf,excluded
1843,RGN,RGN49,Location,NHS Healthcare Organisation,Stamford & Rutland Hospital,East Midlands,PE9 1UA,52.655371,-0.468751,Good,12/20/2019,Good,Requires improvement,Good,Good,Good,http://www.cqc.org.uk/location/RGN49,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5821.pdf,excluded
1844,RGN,RGN80,Location,NHS Healthcare Organisation,Peterborough City Hospital,East,PE3 9GZ,52.583921,-0.279386,Requires improvement,12/20/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RGN80,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5823.pdf,excluded
1845,RGN,RGN90,Location,NHS Healthcare Organisation,Hinchingbrooke Hospital,East,PE29 6NT,52.33335,-0.202679,Requires improvement,12/20/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RGN90,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5822.pdf,excluded
1846,RGP,RGP75,Location,NHS Healthcare Organisation,James Paget Hospital,East,NR31 6LA,52.561672,1.71798,Good,12/18/2019,Good,Good,Outstanding,Requires improvement,Good,http://www.cqc.org.uk/location/RGP75,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ8236.pdf,excluded
1847,RGR,RGR44,Location,NHS Healthcare Organisation,Newmarket Hospital,East,CB8 7JG,52.250892,0.399994,Good,8/4/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RGR44,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF2672.pdf,included
1848,RGR,RGR50,Location,NHS Healthcare Organisation,West Suffolk Hospital,East,IP33 2QZ,52.231662,0.709176,Requires improvement,1/30/2020,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RGR50,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6919.pdf,excluded
1849,RGT,RGT01,Location,NHS Healthcare Organisation,Addenbrooke's and the Rosie Hospitals,East,CB2 0QQ,52.173741,0.139114,Good,2/26/2019,Outstanding,Good,Requires improvement,Good,Outstanding,http://www.cqc.org.uk/location/RGT01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ0418.pdf,excluded
1851,RH8,RH801,Location,NHS Healthcare Organisation,Royal Devon & Exeter Hospital (Wonford),South West,EX2 5DW,50.716703,-3.50668,Good,4/30/2019,Outstanding,Good,Good,Requires improvement,Outstanding,http://www.cqc.org.uk/location/RH801,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3390.pdf,included
1852,RH8,RH853,Location,NHS Healthcare Organisation,Tiverton District Hospital,South West,EX16 6NT,50.909404,-3.492967,Good,4/30/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RH853,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2556.pdf,included
1853,RH8,RH854,Location,NHS Healthcare Organisation,Honiton Hospital,South West,EX14 2DE,50.794926,-3.186577,Good,4/30/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RH854,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3392.pdf,excluded
1854,RH8,RH868,Location,NHS Healthcare Organisation,Mardon Neuro-rehabilitation Centre,South West,EX2 4UD,50.716588,-3.513447,Good,4/30/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/RH868,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ3391.pdf,excluded
1855,RHM,RHM01,Location,NHS Healthcare Organisation,Southampton General Hospital,South East,SO16 6YD,50.933019,-1.435104,Requires improvement,4/17/2019,Outstanding,Outstanding,Requires improvement,Good,Requires improvement,http://www.cqc.org.uk/location/RHM01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2076.pdf,excluded
1857,RHM,RHM03,Location,NHS Healthcare Organisation,New Forest Birth Centre,South East,SO40 7AR,50.892134,-1.522292,Good,4/17/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RHM03,NHS Healthcare Organisation,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2075.pdf,included
1858,RHM,RHM12,Location,NHS Healthcare Organisation,Princess Anne Hospital,South East,SO16 5YA,50.935257,-1.434863,Good,4/17/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RHM12,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2074.pdf,excluded
1860,RHQ,RHQHH,Location,NHS Healthcare Organisation,Royal Hallamshire Hospital,Yorkshire & Humberside,S10 2JF,53.378355,-1.493331,Good,11/14/2018,Good,Good,Good,Good,Outstanding,http://www.cqc.org.uk/location/RHQHH,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4199.pdf,included
1861,RHQ,RHQNG,Location,NHS Healthcare Organisation,Northern General Hospital,Yorkshire & Humberside,S5 7AU,53.409821,-1.455965,Good,11/14/2018,Good,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/RHQNG,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4200.pdf,excluded
1862,RHQ,RHQWP,Location,NHS Healthcare Organisation,Weston Park Hospital,Yorkshire & Humberside,S10 2SJ,53.380249,-1.494932,Requires improvement,11/14/2018,Outstanding,Requires improvement,Outstanding,Good,Requires improvement,http://www.cqc.org.uk/location/RHQWP,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4198.pdf,excluded
1863,RHQ,RHQY3,Location,NHS Healthcare Organisation,Sheffield Dialysis Unit,Yorkshire & Humberside,S8 0XN,53.357117,-1.481398,Good,6/9/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RHQY3,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAE8139.pdf,included
1864,RHU,RHU03,Location,NHS Healthcare Organisation,Queen Alexandra Hospital,South East,PO6 3LY,50.850297,-1.069932,Good,1/29/2020,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RHU03,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6693.pdf,excluded
1865,RHW,RHW01,Location,NHS Healthcare Organisation,Royal Berkshire Hospital,South East,RG1 5AN,51.451022,-0.95933,Good,1/7/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RHW01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6816.pdf,excluded
1866,RHW,RHW05,Location,NHS Healthcare Organisation,West Berkshire Community Hospital,South East,RG18 3AS,51.406375,-1.291779,Good,1/7/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RHW05,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6818.pdf,excluded
1867,RHW,RHW22,Location,NHS Healthcare Organisation,Windsor Dialysis Unit,South East,SL4 5EH,51.482834,-0.621007,Good,1/7/2020,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RHW22,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6817.pdf,excluded
1868,RJ1,RJ121,Location,NHS Healthcare Organisation,Guy's Hospital,London,SE1 9RT,51.503466,-0.086794,Good,7/23/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RJ121,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5634.pdf,included
1869,RJ1,RJ122,Location,NHS Healthcare Organisation,St Thomas' Hospital,London,SE1 7EH,51.497959,-0.118905,Good,7/23/2019,Outstanding,Good,Good,Requires improvement,Outstanding,http://www.cqc.org.uk/location/RJ122,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5633.pdf,excluded
1870,RJ2,RJ224,Location,NHS Healthcare Organisation,University Hospital Lewisham,London,SE13 6LH,51.454329,-0.017051,Requires improvement,1/11/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJ224,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7183.pdf,included
1871,RJ2,RJ231,Location,NHS Healthcare Organisation,Queen Elizabeth Hospital,London,SE18 4QH,51.478193,0.050043,Requires improvement,1/11/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJ231,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7182.pdf,excluded
1872,RJ6,RJ611,Location,NHS Healthcare Organisation,Croydon University Hospital,London,CR7 7YE,51.389128,-0.108758,Requires improvement,9/28/2018,Good,Requires improvement,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJ611,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5742.pdf,included
1873,RJ7,RJ701,Location,NHS Healthcare Organisation,St George's Hospital (Tooting),London,SW17 0QT,51.426682,-0.175694,Requires improvement,12/18/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJ701,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5484.pdf,excluded
1874,RJ7,RJ731,Location,NHS Healthcare Organisation,Queen Mary's Hospital,London,SW15 5PN,51.45555,-0.241729,Requires improvement,12/18/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJ731,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5485.pdf,excluded
1875,RJC,RJC02,Location,NHS Healthcare Organisation,Warwick Hospital,West Midlands,CV34 5BW,52.289965,-1.583203,Good,12/4/2019,Good,Good,Requires improvement,Good,Good,http://www.cqc.org.uk/location/RJC02,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6049.pdf,excluded
1876,RJE,RJE01,Location,NHS Healthcare Organisation,The Royal Stoke University Hospital,West Midlands,ST4 6QG,53.003171,-2.212066,Good,2/2/2018,Outstanding,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RJE01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1308.pdf,excluded
1877,RJE,RJE09,Location,NHS Healthcare Organisation,The County Hospital,West Midlands,ST16 3SA,52.811291,-2.097785,Requires improvement,2/2/2018,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJE09,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1309.pdf,excluded
1878,RJL,RJL30,Location,NHS Healthcare Organisation,Diana Princess of Wales Hospital,Yorkshire & Humberside,DN33 2BA,53.544858,-0.096229,Requires improvement,9/12/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJL30,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2799.pdf,included
1879,RJL,RJL31,Location,NHS Healthcare Organisation,Goole & District Hospital,Yorkshire & Humberside,DN14 6RX,53.715463,-0.874932,Requires improvement,9/12/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJL31,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2798.pdf,excluded
1880,RJL,RJL32,Location,NHS Healthcare Organisation,Scunthorpe General Hospital,Yorkshire & Humberside,DN15 7BH,53.587582,-0.667599,Requires improvement,9/12/2018,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJL32,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH2800.pdf,excluded
1881,RJN,RJN68,Location,NHS Healthcare Organisation,Knutsford and District Community Hospital,North West,WA16 0BT,53.302028,-2.378515,Good,5/13/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RJN68,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5024.pdf,excluded
1882,RJN,RJN71,Location,NHS Healthcare Organisation,Macclesfield District General Hospital,North West,SK10 3JF,53.262944,-2.153744,Requires improvement,10/4/2019,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RJN71,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5022.pdf,excluded
1883,RJR,RJR05,Location,NHS Healthcare Organisation,The Countess of Chester Hospital,North West,CH2 1UL,53.2088,-2.897884,Requires improvement,5/17/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJR05,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2493.pdf,excluded
1884,RJR,RJR60,Location,NHS Healthcare Organisation,Ellesmere Port Hospital,North West,CH65 6SG,53.267777,-2.91104,Good,6/29/2016,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RJR60,NHS Healthcare Organisation,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF5433.pdf,included
1885,RJZ,RJZ01,Location,NHS Healthcare Organisation,King's College Hospital,London,SE5 9RS,51.468077,-0.093916,Requires improvement,6/12/2019,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RJZ01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6276.pdf,included
1886,RJZ,RJZ30,Location,NHS Healthcare Organisation,Princess Royal University Hospital,London,BR6 8ND,51.366243,0.059146,Requires improvement,6/12/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RJZ30,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4158.pdf,excluded
1887,RJZ,RJZ70,Location,NHS Healthcare Organisation,Orpington Hospital,London,BR6 9JU,51.362502,0.09515,Good,9/30/2015,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RJZ70,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAD0090.pdf,included
1888,RK5,RK5BC,Location,NHS Healthcare Organisation,Kings Mill Hospital,East Midlands,NG17 4JL,53.134573,-1.233579,Good,8/15/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RK5BC,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6365.pdf,excluded
1889,RK5,RK5BL,Location,NHS Healthcare Organisation,Mansfield Community Hospital,East Midlands,NG18 5QJ,53.141379,-1.206279,Requires improvement,11/9/2016,Good,Requires improvement,Requires improvement,Good,Requires improvement,http://www.cqc.org.uk/location/RK5BL,NHS Healthcare Organisation,Community health - NHS & Independent,https://www.cqc.org.uk/sites/default/files/new_reports/AAAF9507.pdf,included
1890,RK5,RK5HP,Location,NHS Healthcare Organisation,Newark Hospital,East Midlands,NG24 4DE,53.067508,-0.806161,Requires improvement,8/15/2018,Good,Requires improvement,Good,Good,Requires improvement,http://www.cqc.org.uk/location/RK5HP,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH6364.pdf,included
1892,RK9,RK950,Location,NHS Healthcare Organisation,Derriford Hospital,South West,PL6 8DH,50.41672,-4.113684,Requires improvement,12/18/2019,Outstanding,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RK950,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ6810.pdf,excluded
1893,RKB,RKB01,Location,NHS Healthcare Organisation,University Hospital,West Midlands,CV2 2DX,52.421211,-1.438403,Requires improvement,8/31/2018,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RKB01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3542.pdf,excluded
1894,RKB,RKB03,Location,NHS Healthcare Organisation,Hospital of St Cross,West Midlands,CV22 5PX,52.365275,-1.259031,Good,8/31/2018,Good,Good,Requires improvement,Good,Good,http://www.cqc.org.uk/location/RKB03,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3543.pdf,excluded
1895,RKE,RKEQ4,Location,NHS Healthcare Organisation,The Whittington Hospital,London,N19 5NF,51.566482,-0.139066,Requires improvement,2/28/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RKEQ4,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH1723.pdf,excluded
1896,RL1,RL131,Location,NHS Healthcare Organisation,The Robert Jones & Agnes Hunt Hospital,West Midlands,SY10 7AG,52.884212,-3.032685,Good,2/21/2019,Outstanding,Good,Good,Good,Good,http://www.cqc.org.uk/location/RL131,NHS Healthcare Organisation,Acute hospital - NHS specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH7659.pdf,excluded
1898,RL4,RL403,Location,NHS Healthcare Organisation,New Cross Hospital,West Midlands,WV10 0QP,52.599722,-2.095555,Good,6/27/2018,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RL403,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3914.pdf,included
1901,RL4,RL4TC,Location,NHS Healthcare Organisation,Cannock Chase Hospital,West Midlands,WS11 5XY,52.693241,-2.030614,Requires improvement,10/1/2018,Good,Good,Good,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RL4TC,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4971.pdf,included
1909,RLQ,RLQ01,Location,NHS Healthcare Organisation,Hereford Hospital,West Midlands,HR1 2ER,52.057013,-2.705709,Requires improvement,10/17/2018,Good,Requires improvement,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RLQ01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH3895.pdf,excluded
1910,RLT,RLT01,Location,NHS Healthcare Organisation,George Eliot NHS Hospital,West Midlands,CV10 7RF,52.509679,-1.477036,Requires improvement,1/16/2020,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RLT01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ8233.pdf,included
1911,RM1,RM102,Location,NHS Healthcare Organisation,Norfolk and Norwich University Hospital,East,NR4 7UY,52.617567,1.221195,Requires improvement,5/15/2019,Good,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RM102,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ2505.pdf,excluded
1912,RM3,RM301,Location,NHS Healthcare Organisation,Salford Royal Hospital,North West,M6 8HD,53.487545,-2.323424,Outstanding,8/24/2018,Outstanding,Good,Outstanding,Good,Good,http://www.cqc.org.uk/location/RM301,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4407.pdf,excluded
1913,RMC,RMC01,Location,NHS Healthcare Organisation,Royal Bolton Hospital,North West,BL4 0JR,53.553957,-2.429894,Good,4/11/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RMC01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH9473.pdf,excluded
1915,RMP,RMP01,Location,NHS Healthcare Organisation,Tameside General Hospital,North West,OL6 9RW,53.49153,-2.071433,Good,7/4/2019,Good,Good,Good,Good,Good,http://www.cqc.org.uk/location/RMP01,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4094.pdf,excluded
1916,RN3,RN325,Location,NHS Healthcare Organisation,Great Western Hospital,South West,SN3 6BB,51.538528,-1.7272,Requires improvement,12/21/2018,Good,Good,Requires improvement,Requires improvement,Good,http://www.cqc.org.uk/location/RN325,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAH4913.pdf,excluded
1917,RN5,RN506,Location,NHS Healthcare Organisation,Basingstoke and North Hampshire Hospital,South East,RG24 9NA,51.280633,-1.109918,Requires improvement,7/1/2019,Requires improvement,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RN506,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5015.pdf,included
1918,RN5,RN541,Location,NHS Healthcare Organisation,Royal Hampshire County Hospital,South East,SO22 5DG,51.061706,-1.32917,Requires improvement,7/1/2019,Outstanding,Requires improvement,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RN541,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5013.pdf,included
1919,RN5,RN542,Location,NHS Healthcare Organisation,Andover War Memorial Hospital,South East,SP10 3LB,51.215737,-1.494692,Requires improvement,7/1/2019,Good,Good,Requires improvement,Requires improvement,Requires improvement,http://www.cqc.org.uk/location/RN542,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ5014.pdf,included
1920,RN7,RN707,Location,NHS Healthcare Organisation,Darent Valley Hospital,South East,DA2 8DA,51.434952,0.258645,Good,8/22/2019,Good,Good,Good,Requires improvement,Good,http://www.cqc.org.uk/location/RN707,NHS Healthcare Organisation,Acute hospital - NHS non-specialist,https://www.cqc.org.uk/sites/default/files/new_reports/AAAJ4046.pdf,included
